序号	对话上文	回复	连接词	本体	喻体
4114	欧文侧身变速+换手上篮打进，非常帅气！	他的换手总是有一种超级不一样的感觉，像一条蛇一样	像...一样	他的换手	一条蛇

4115	重要宝石世界分布略图。啥也不说了，就是挖	这怎么像游戏界面一样……	像...一样	重要宝石世界分布略图	游戏界面

4116	直接一次穿过空间这么大的车子，厉害了	爬高的速度，感觉真是像猴子一样	像...一样	爬高的速度	猴子

4117	秒回的人是在乎你，别让爱你的人等太久！【搞笑】	爱过，就得了，恋爱的最后自己像个舔狗一样，不值得	像...一样	自己	舔狗

4118	关于我，你们有什么想问的吗？	uzi怎么摆脱现在像过街老鼠一样的状况	像...一样	uzi	过街老鼠

4119	解锁了超声刀和皮秒，像上刑一样疼。	同感同感。。。超声刀真的像上刑一样	像...一样	超声刀	上刑

4120	是泽鸽但很可惜不是色图是游客照	像个瓷娃娃一样精致mua	像...一样	泽鸽	瓷娃娃

4121	找了半天没找到自己的关机键在哪	这个地球上很多人像花一样在安静地枯萎	像...一样	很多人	花

4122	街舞的头部开发，这次需要一个道具	想问如何像公鸡一样做到脖子和肩膀的分离	像...一样	做到脖子和肩膀的分离	公鸡

4123	好了，你成功哄我拿出手机开始扫码了	特别适合今年，就像一个可爱的猪一样	像...一样	我	一个可爱的猪

4124	怎么讲..卢浮宫里各种转角遇到爱..	怎么讲…就好像一直在翻历史书一样	像...一样	卢浮宫里各种转角遇到爱	一直在翻历史书

4125	营业你眼中的我是什么样子的？	精致的不像人像仙女一样	像...一样	我	仙女

4126	鹿晗，你敢不敢再给我演示一遍你是怎么起来的？？？	真的就像一个弹簧一样，好可爱。	像...一样	鹿晗	一个弹簧

4127	斋藤飞鸟和福原爱有点像，都是可爱又漂亮的类型	这个发质太好了啊，像云一样蓬松，刘海乖乖的	像...一样	这个发质	云

4128	田亮带森碟和儿子现身机场，网友：基因够强大。	一家人像是复制粘贴一样	像...一样	一家人	复制粘贴

4129	儿科医生给小宝宝打针，哈哈哈…	中国的儿医都像是凶神恶煞一样	像...一样	中国的儿医	是凶神恶煞

4130	太特么励志了，我也是热泪盈眶。	就算滤镜加化妆也都像个鬼一样	像...一样	滤镜加化妆	鬼

4131	用贵笔再贵本子上写下爱情宣言	李猫猫的字像本人一样可爱！	像...一样	李猫猫的字	本人

4132	客户想跟我合伙在上海成立一家贸易公司我：没钱	今天的字练的不太好就像性格一样	像...一样	今天的字练的不太好	性格

4133	她们是抓住了光阴的老人，她们是最优雅的	这个年龄才有一种像白酒一样的沉醉。	像...一样	这个年龄	白酒

4134	没有亚超就不能活，最爱还是图二	是海拔太高了么，像怀孕一样的塑料包装了	像...一样	塑料包装	怀孕

4135	这种19世纪末的便携固体水彩盒挺不错	见过同学有那种像扇子一样打开的固体颜料	像...一样	固体颜料	扇子

4136	哈哈妈妈对你说过最多的话是什么	你一回来家里就像猪窝一样！！	像...一样	家里	猪窝

4137	“和恋爱很久的人提出分手是种什么感觉”	大抵是总觉得胸口像风吹过一样空空的	像...一样	胸口	风吹过

4138	评论留下你们最想听的韩剧OST	像初雪一样靠近你!!!	像...一样	靠近你	初雪

4139	国外护士为新生儿洗澡，这技术太让人震撼了	就像在妈妈肚子里一样啊!宝宝洗澡都快洗睡着了	像...一样	为新生儿洗澡	在妈妈肚子里

4140	说个没完的嘴比空荡荡的脑子更令我生厌	我自己都讨厌自己像个沙雕一样找存在感	像...一样	自己	沙雕

4141	惊！春晚首次启用女性AI主持人！	感觉她真的是像传说一样，生病了，气色很差，唉	像...一样	她	传说

4142	美国·黄石公园—大棱镜泉上帝打翻的调色盘	还真的是这样的，就是像一个调色盘一样	像...一样	美国·黄石公园	一个调色盘

4143	三个资产神话，现在只剩一个了！	房价就像是个神话一样的存在。	像...一样	房价	是个神话

4144	我到现在都没弄明白空气刘海到底是啥意思？？	就是秃头，刘海像空气一样看不见摸不着	像...一样	刘海	空气

4145	我微博简介又改了1个数字啦！	祝浅浅生日快乐，嘴巴永远像抹了蜜一样甜	像...一样	嘴巴	抹了蜜

4146	领悟法式建筑时尚，看中国语境下的法式优雅。	像皇宫一样的富丽，好美的建筑	像...一样	法式建筑	皇宫

4147	第一次和男票睡一起是一种什么样的体验？	好久没有那种紧张牵个手全身像过电一样的感觉了	像...一样	全身	过电

4148	你如同指引方向的那盏灯，激励我们奋发努力	回蔡徐坤喜欢你就像呼吸一样自然同时又让我不知疲倦	像...一样	喜欢你	呼吸

4149	今天我也是收到花花的女孩七夕出差真好	真美啊，眼睛里像有星辰一样	像...一样	眼睛里	有星辰

4150	日本一个爸爸给孩子记录的夏天，这种感觉好怀念啊。	好用心的爸爸，拍得太好了，像梦境一样。	像...一样	拍得	梦境

4151	自从养了宠物，它让你最大的改变是什么？	出门之后就开始担心他。真是像养了个孩子一样的。	像...一样	养了宠物	养了个孩子

4152	哈哈，玛丽苏开口说方言了有毒有毒	这方言说的，就像说相声一样让人搞笑	像...一样	这方言说的	说相声

4153	来自邻居的两张小纸条【搞笑】	全身像火烧一样太难受了半夜起来刷微博	像...一样	全身	火烧

4154	新的一年，愿新的生活与希望并存，干杯	愿新的生活与希望像腮红一样	像...一样	新的生活与希望	腮红

4155	写下你看到这条微博的时间深夜数据统计谢谢	雨下整夜，五月份的烦恼像雨水一样溢出	像...一样	五月份的烦恼	雨水

4156	“人生若无悔，那该多无趣。”	就让你我的恩怨像盘棋一样保留在那吧	像...一样	你我的恩怨	盘棋

4157	暴露年龄系列の「中华小当家」	印象超级深刻的用一个像碳一样的东西做拉面那一集	像...一样	东西	碳

4158	弄了一套首饰，小朋友的臭美程度直冲云天！	太可爱了，臭美的像花儿一样	像...一样	臭美	花儿

4159	【无奖竞猜|话题互动】下周一是什么色系的华晨宇呢	我想看白色，就是像婴儿一样柔软的白色	像...一样	色	婴儿

4160	我们的“留德华”们是不是很美？	你笑起来真好看，像春天的花一样～	像...一样	你笑起来	春天的花

4161	这，我还是默默说一句“兄弟，干的好！”【搞笑】	太假了88彩礼给的好像是施舍一样	像...一样	88彩礼	是施舍

4162	深夜话题：你成长到现在，最大的遗憾是什么？（）	“没有像热爱Dota一样，热爱生活”	像...一样	热爱生活	热爱Dota

4163	网友发来的埃尔法、威尔法加价情况～	像个棺材一样，特别是黑色版。	像...一样	埃尔法、威尔法	棺材

4164	谢谢你们从未离开，过年老开心了	宝宝猪年要每天都开心啊，长的壮壮的，像猪八戒一样	像...一样	宝宝	猪八戒

4165	【俊俊的VLOG·01/今天去印刷厂啦！】	瞧瞧那个像猪一样的东西	像...一样	东西	猪

4166	（92）【喀什古城游览之七】	我感觉就像大观园一样，很不错诶。	像...一样	喀什古城	大观园

4167	浪漫花园中的仙子，每一件都是令人心动的仙裙啊。	很喜欢这种的裙子!感觉像仙子一样美!	像...一样	这种的裙子	仙子

4168	哈哈那我还怕啥我小时候得过水痘哈哈	小时候得过和我妹妹像晾咸鱼一样被我妈摊在床上	像...一样	和我妹妹	晾咸鱼

4169	世上没有绝对幸福的人，只有不肯快乐的心。	它就会像乐观一样令人愉快	像...一样	它	乐观

4170	長了個痘，上火豹豹們註意氣溫變化，多喝水。	这几天天气像过山车一样	像...一样	天气	过山车

4171	我可能在“您异性真多”那里就分手了	跟你当初真像，说话那风格，就像放箭一样	像...一样	说话那风格	放箭

4172	每天都要像花儿一样灿烂啊！我们去看花吧	让我们像花儿一样绽放～	像...一样	我们	花儿

4173	监控里的小女孩网友：红领巾，好样的！	善良的小姑娘就像童话一样美好	像...一样	善良的小姑娘	童话

4174	今天出来了，你听过次数最多的是哪首歌？	我像风一样自由我女票问我几个意思呢搞事情	像...一样	我	风

4175	全国一卷高考语文数学答案，高考英语答案	已经工作多年的我表示看数学答案就像看天书一样	像...一样	看数学答案	看天书

4176	用一句话总结你的2019上半年~	没追到动了心的人感觉像失恋一样	像...一样	没追到动了心的人	失恋

4177	时间已经设置好啦在线等一个幸运鹅	明明是个分母，却像分子一样鸡冻	像...一样	分母	分子

4178	剪辑怎么可以剪成这样我只能去看小说补补画面了	对的，这人非草木真像吞了只苍蝇一样	像...一样	人非草木	吞了只苍蝇

4179	聊一聊你有过的一段最糟糕的关系？	身上的脂肪从小像恶魔一样粘着我	像...一样	身上的脂肪	恶魔

4180	我好爱蔬菜脆我上辈子就是颗秋葵	我也喜欢秋葵虽然它流出像鼻涕一样的液体	像...一样	液体	鼻涕

4181	你们脱单就跟喝水一样简单的吗？	那分手？是像喝奶茶一样吗	像...一样	分手	喝奶茶

4182	愿每个人都能被世界温柔以待。	你也是像夏目一样温柔地存在的人呐	像...一样	你	夏目

4183	转发关注roll个199现金红包吼~么么哒=3=	像鸽子一样冷漠的少年路过	像...一样	少年	鸽子

4184	为我崽子以后的普通话担忧...	小王像个机关枪一样哈哈	像...一样	小王	机关枪

4185	内衣真是好东西呀我们要好好对待它晚安	就不能放个假吗？已经像铁一样硬了	像...一样	内衣	铁

4186	一个男人最窝囊的，就是现在了【搞笑】	你无条件的付出，到最后像狗一样被人家踢开	像...一样	你	狗

4187	周立波一场饕餮盛宴，吓得高宇同赶紧删博。	删了？事后都像躲瘟疫一样的躲	像...一样	躲	躲瘟疫

4188	昨天高雄淹水，淹到公交车上了	这雨下得像韩市长一样着急。	像...一样	这雨下得	韩市长

4189	未来30天你会像开了挂一样，做什么都会成功	不止未来三十天，我要每天都像开挂一样做什么都成功	像...一样	每天	开挂

4190	真好。感谢互联网，改变了很多人的命运。	互联网就像蒸汽机一样，肯定要革一部分人的命的	像...一样	互联网	蒸汽机

4191	问题来了，如何快速地消耗面膜？	我的面膜还像一座山一样怎么办？	像...一样	我的面膜	一座山

4192	人世间最恐怖的事莫过于此了..	坐飞机感觉都是像赌命一样的……哎	像...一样	坐飞机	赌命

4193	微风渐暖，睡意朦胧，睡个好觉，做个好梦，晚安	晚安啊，你像风一样自由	像...一样	你	风

4194	易烊千玺怼人太好笑了哈哈真香！	超喜欢看这个崽吃东西像饿狼一样的画面哈哈	像...一样	这个崽吃东西	饿狼

4195	今天好冷，就像艾斯抱着我一样那么冷。	今天好冷，就像这条微博一样冷	像...一样	今天好冷	这条微博

4196	锦江两岸，府南河畔，夜色倾城。。	好美的夜景啊，像在画中一样	像...一样	好美的夜景	在画中

4197	那么多年，一直不明白。为什么我一胖就胖腿？？？	天啊！！我也是！上半身像树枝一样，只要胖全胖下面	像...一样	上半身	树枝

4198	周深《雪落下的声音》，清澈干净，无限美好。	像雪花一样干净轻盈的声音	像...一样	干净轻盈的声音	雪花

4199	伊斯坦布尔海边，望海的喵星人。。	太萌了吧，这是像人一样坐着的	像...一样	喵星人	人

4200	这是什么综艺和神仙女孩哭得梨花带雨还这么美	真的是美爆了，美得像一幅画一样。	像...一样	神仙女孩	一幅画

4201	我也觉得这个发膜很方便很好吸收！！//	我就喜欢美女的长发飘飘，像缎子一样光滑闪亮	像...一样	美女的长发飘飘	缎子
